TICKER,NAME,SECTOR,average Volume (10 Day),market cap,BETA,
BROS,Dutch Bros Inc,Food/Beverages/Shopping,"2,697,330",$10B (Mid),2.55,NYS
CNK,Cinemark Holdings Inc,Entertainment,"2,700,090",$3B (Small),1.13,NYS
SKYT,Skywater Technology Inc,Technology,"2,702,420",$1B (Micro),3.53,NASDAQ
AKBA,Akebia Therapeutics Inc,Healthcare,"2,704,110",$403M (Micro),0.38,NASDAQ
FLR,Fluor Corp,Energy/Utilities,"2,710,390",$7B (Small),1.38,NYS
IVVD,Invivyd Inc,Healthcare,"2,712,540",$698M (Micro),0.62,NASDAQ
PCAR,Paccar Inc,Auto/Travel/Shipping,"2,717,070",$62B (Large),1.04,NASDAQ
CUE,Cue Biopharma Inc,Healthcare,"2,721,800",$28M (Micro),1.51,NASDAQ
OPTU,Optimum Communications Inc,Communication Services,"2,724,910",$893M (Micro),1.52,NYS
EXE,Expand Energy Corp,Energy/Utilities,"2,726,860",$24B (Mid),0.44,NASDAQ
DUK,Duke Energy Corp,Energy/Utilities,"2,729,960",$91B (Large),0.5,NYS
PRGO,Perrigo Company PLC,Healthcare,"2,731,750",$2B (Micro),0.4,NYS
EW,Edwards Lifesciences Corp,Healthcare,"2,752,680",$49B (Large),0.94,NYS
LKQ,LKQ Corp,Auto/Travel/Shipping,"2,753,690",$9B (Mid),0.91,NASDAQ
SEDG,Solaredge Technologies Inc,Technology,"2,757,420",$2B (Micro),1.66,NASDAQ
LPTH,LightPath Technologies Inc,Technology,"2,761,210",$657M (Micro),0.99,NASDAQ
SEE,Sealed Air Corp,Gold/Precious Metals/Materials,"2,766,210",$6B (Small),1.35,NYS
KNX,Knight-Swift Transportation Holdings Inc,Auto/Travel/Shipping,"2,780,220",$9B (Mid),1.16,NYS
SHCO,Soho House & Co Inc,Entertainment,"2,786,770",$2B (Micro),0.68,NYS
GOGO,Gogo Inc,Technology,"2,788,180",$701M (Micro),1.05,NASDAQ
TAP,Molson Coors Beverage Co,Food/Beverages/Shopping,"2,798,050",$9B (Mid),0.48,NYS
GO,Grocery Outlet Holding Corp,Food/Beverages/Shopping,"2,808,560",$937M (Micro),0.49,NASDAQ
RRC,Range Resources Corp,Energy/Utilities,"2,811,520",$8B (Mid),0.58,NYS
PLD,Prologis Inc,Real Estate,"2,812,040",$120B (Large),1.43,NYS
TD,Toronto-Dominion Bank,Finance,"2,813,100",$158B (Large),0.67,NYS
ASAN,Asana Inc,Technology,"2,826,330",$3B (Small),0.95,NYS
MET,MetLife Inc,Finance,"2,829,430",$52B (Large),0.76,NYS
AXTA,Axalta Coating Systems Ltd,Gold/Precious Metals/Materials,"2,831,480",$7B (Small),1.29,NYS
QSR,Restaurant Brands International Inc,Food/Beverages/Shopping,"2,833,490",$23B (Mid),0.6,NYS
REKR,Rekor Systems Inc,Technology,"2,835,650",$229M (Micro),2.15,NASDAQ
SID,Companhia Siderurgica Nacional SA,Gold/Precious Metals/Materials,"2,839,580",$2B (Small),1.63,NYS
EC,Ecopetrol SA,Energy/Utilities,"2,853,370",$22B (Mid),0.78,NYS
VNRX,VolitionRX Ltd,Healthcare,"2,858,470",$41M (Micro),1.3,NYS
DDL,Dingdong (Cayman) Ltd,Food/Beverages/Shopping,"2,867,470",$536M (Micro),0.44,NYS
ADM,Archer-Daniels-Midland Co,Food/Beverages/Shopping,"2,876,160",$30B (Mid),0.7,NYS
DAY,Dayforce Inc,Technology,"2,878,440",$11B (Mid),1.16,NYS
BLDP,Ballard Power Systems Inc,Energy/Utilities,"2,883,130",$830M (Micro),1.76,NASDAQ
MCD,McDonald's Corp,Food/Beverages/Shopping,"2,884,750",$219B (Large),0.52,NYS
COUR,Coursera Inc,Education,"2,889,520",$1B (Micro),1.38,NYS
FTI,TechnipFMC PLC,Energy/Utilities,"2,896,560",$20B (Mid),0.72,NYS
LULU,Lululemon Athletica Inc,Sports/Fitness,"2,900,670",$24B (Mid),1.01,NASDAQ
SNY,Sanofi SA,Healthcare,"2,938,650",$119B (Large),0.43,NASDAQ
NWSA,News Corp,Entertainment,"2,940,670",$10B (Mid),0.99,NASDAQ
BCE,BCE Inc,Communication Services,"2,944,800",$22B (Mid),0.64,NYS
KKR,KKR & Co Inc,Finance,"2,945,840",$120B (Large),1.99,NYS
ORGN,Origin Materials Inc,Gold/Precious Metals/Materials,"2,948,120",$35M (Micro),0.99,NASDAQ
BKD,Brookdale Senior Living Inc,Healthcare,"2,949,080",$3B (Small),0.69,NYS
DT,Dynatrace Inc,Technology,"2,956,890",$13B (Mid),0.84,NYS
SM,SM Energy Co,Energy/Utilities,"2,957,860",$2B (Micro),1.14,NYS
BZ,Kanzhun Ltd,Communication Services,"2,958,670",$8B (Mid),0.42,NASDAQ
FSLY,Fastly Inc,Technology,"2,961,440",$1B (Micro),1.03,NASDAQ
BMBL,Bumble Inc,Entertainment,"2,962,070",$916M (Micro),1.96,NASDAQ
GEVO,Gevo Inc,Energy/Utilities,"2,970,120",$482M (Micro),1.49,NASDAQ
ALB,Albemarle Corp,Gold/Precious Metals/Materials,"2,975,600",$19B (Mid),1.44,NYS
GFS,GlobalFoundries Inc,Technology,"2,982,940",$22B (Mid),1.49,NASDAQ
BK,Bank of New York Mellon Corp,Finance,"2,983,440",$83B (Large),1.1,NYS
NEXT,NextDecade Corp,Energy/Utilities,"2,986,340",$1B (Micro),1.99,NASDAQ
MQ,Marqeta Inc,Finance,"2,986,340",$2B (Micro),1.48,NASDAQ
NTNX,Nutanix Inc,Technology,"3,002,000",$14B (Mid),0.48,NASDAQ
ADI,Analog Devices Inc,Technology,"3,005,070",$147B (Large),1.04,NASDAQ
TNYA,Tenaya Therapeutics Inc,Healthcare,"3,009,180",$163M (Micro),3.19,NASDAQ
FRSH,Freshworks Inc,Technology,"3,010,260",$3B (Small),0.89,NASDAQ
PGR,Progressive Corp,Finance,"3,012,920",$126B (Large),0.31,NYS
VIAV,Viavi Solutions Inc,Technology,"3,013,580",$4B (Small),0.96,NASDAQ
GPN,Global Payments Inc,Technology,"3,023,060",$19B (Mid),0.77,NYS
ETSY,ETSY Inc,Consumer Products,"3,025,760",$6B (Small),1.78,NYS
PGY,Pagaya Technologies Ltd,Finance,"3,039,270",$2B (Micro),5.89,NASDAQ
COF,Capital One Financial Corp,Finance,"3,042,640",$158B (Large),1.14,NYS
NDAQ,Nasdaq Inc,Finance,"3,045,930",$56B (Large),1.02,NASDAQ
BTI,British American Tobacco plc,Consumer Products,"3,057,440",$120B (Large),0.31,NYS
XERS,Xeris Biopharma Holdings Inc,Healthcare,"3,061,540",$1B (Micro),0.64,NASDAQ
PSTG,Pure Storage Inc,Technology,"3,073,160",$22B (Mid),1.27,NYS
EIX,Edison International,Energy/Utilities,"3,079,020",$23B (Mid),0.82,NYS
OKE,ONEOK Inc,Energy/Utilities,"3,105,480",$46B (Large),0.93,NYS
NRGV,Energy Vault Holdings Inc,Govt/Defense/Space,"3,113,690",$888M (Micro),0.92,NYS
MTCH,Match Group Inc,Entertainment,"3,119,950",$8B (Mid),1.33,NASDAQ
LW,Lamb Weston Holdings Inc,Food/Beverages/Shopping,"3,121,640",$6B (Small),0.43,NYS
AEP,American Electric Power Company Inc,Energy/Utilities,"3,123,950",$62B (Large),0.61,NASDAQ
JMIA,Jumia Technologies AG,Consumer Products,"3,125,730",$2B (Micro),2.34,NYS
LBRT,Liberty Energy Inc,Energy/Utilities,"3,125,860",$3B (Small),0.49,NYS
RPRX,Royalty Pharma PLC,Healthcare,"3,137,230",$23B (Mid),0.42,NASDAQ
FTV,Fortive Corp,Manufacturing/Construction,"3,139,300",$17B (Mid),1.12,NYS
DHI,D.R. Horton Inc,Real Estate,"3,139,920",$46B (Large),1.45,NYS
VKTX,Viking Therapeutics Inc,Healthcare,"3,144,370",$4B (Small),0.74,NASDAQ
UDR,UDR Inc,Real Estate,"3,147,950",$12B (Mid),0.71,NYS
MAT,Mattel Inc,Consumer Products,"3,157,410",$7B (Small),0.7,NASDAQ
STX,Seagate Technology Holdings PLC,Technology,"3,162,930",$66B (Large),1.64,NASDAQ
FUN,Six Flags Entertainment Corp,Entertainment,"3,165,260",$2B (Micro),0.38,NYS
NVAX,Novavax Inc,Healthcare,"3,167,830",$1B (Micro),2.58,NASDAQ
BX,Blackstone Inc,Finance,"3,181,730",$192B (Large),1.76,NYS
CTSH,Cognizant Technology Solutions Corp,Technology,"3,182,800",$41B (Mid),0.95,NASDAQ
ULCC,Frontier Group Holdings Inc,Auto/Travel/Shipping,"3,183,380",$1B (Micro),2.56,NASDAQ
STZ,Constellation Brands Inc,Food/Beverages/Shopping,"3,186,600",$25B (Mid),0.44,NYS
PAGS,PagSeguro Digital Ltd,Finance,"3,187,670",$3B (Small),1.39,NYS
SAN,Banco Santander SA,Finance,"3,188,030",$176B (Large),0.73,NYS
ADBE,Adobe Inc,Technology,"3,200,180",$140B (Large),1.51,NASDAQ
DG,Dollar General Corp,Food/Beverages/Shopping,"3,210,170",$31B (Mid),0.25,NYS
ABNB,Airbnb Inc,Real Estate,"3,221,290",$84B (Large),1.16,NASDAQ
HMY,Harmony Gold Mining Company Ltd,Gold/Precious Metals/Materials,"3,229,150",$13B (Mid),0.93,NYS
ARWR,Arrowhead Pharmaceuticals Inc,Healthcare,"3,259,840",$9B (Mid),1.22,NASDAQ
COMM,CommScope Holding Company Inc,Technology,"3,262,100",$4B (Small),2.42,NASDAQ
APP,Applovin Corp,Technology,"3,272,870",$219B (Large),2.49,NASDAQ
CRBG,Corebridge Financial Inc,Finance,"3,286,210",$16B (Mid),1.06,NYS
CNP,CenterPoint Energy Inc,Energy/Utilities,"3,287,540",$25B (Mid),0.58,NYS
EVGO,EVgo Inc,Auto/Travel/Shipping,"3,294,570",$942M (Micro),2.58,NASDAQ
ACN,Accenture PLC,Technology,"3,315,130",$173B (Large),1.24,NYS
EOG,EOG Resources Inc,Energy/Utilities,"3,319,030",$57B (Large),0.49,NYS
PENN,PENN Entertainment Inc,Entertainment,"3,322,420",$2B (Micro),1.4,NASDAQ
SNOW,Snowflake Inc,Technology,"3,325,480",$75B (Large),1.14,NYS
UAL,United Airlines Holdings Inc,Auto/Travel/Shipping,"3,326,300",$38B (Mid),1.3,NASDAQ
KSS,Kohls Corp,Consumer Products,"3,334,750",$2B (Small),1.47,NYS
LEN,Lennar Corp,Real Estate,"3,335,760",$27B (Mid),1.47,NYS
BHP,BHP Group Ltd,Gold/Precious Metals/Materials,"3,346,660",$157B (Large),0.81,NYS
UP,Wheels Up Experience Inc,Auto/Travel/Shipping,"3,351,200",$488M (Micro),2.36,NYS
AFRM,Affirm Holdings Inc,Finance,"3,364,280",$27B (Mid),3.57,NASDAQ
FYBR,Frontier Communications Parent Inc,Communication Services,"3,372,730",$10B (Mid),0.95,NASDAQ
GEN,Gen Digital Inc,Technology,"3,378,840",$17B (Mid),1.09,NASDAQ
DBX,Dropbox Inc,Technology,"3,380,310",$7B (Small),0.63,NASDAQ
MNKD,MannKind Corp,Healthcare,"3,384,160",$2B (Micro),0.83,NASDAQ
OLPX,Olaplex Holdings Inc,Food/Beverages/Shopping,"3,394,600",$1B (Micro),2.27,NASDAQ
FE,FirstEnergy Corp,Energy/Utilities,"3,404,210",$26B (Mid),0.63,NYS
FRO,Frontline Plc,Energy/Utilities,"3,417,170",$6B (Small),0.07,NYS
GSIT,GSI Technology Inc,Technology,"3,431,760",$277M (Micro),1.45,NASDAQ
VNET,VNET Group Inc,Technology,"3,433,550",$3B (Small),0.02,NASDAQ
OVV,Ovintiv Inc,Energy/Utilities,"3,433,630",$10B (Mid),0.78,NYS
HON,Honeywell International Inc,Manufacturing/Construction,"3,445,290",$132B (Large),0.94,NASDAQ
DASH,DoorDash Inc,Food/Beverages/Shopping,"3,446,420",$93B (Large),1.77,NASDAQ
GSK,GSK plc,Healthcare,"3,467,300",$103B (Large),0.47,NYS
TNGX,Tango Therapeutics Inc,Healthcare,"3,468,260",$2B (Micro),1.77,NASDAQ
IBM,International Business Machines Corp,Technology,"3,468,870",$284B (Large),0.68,NYS
SWKS,Skyworks Solutions Inc,Technology,"3,483,480",$9B (Mid),1.32,NASDAQ
DDOG,Datadog Inc,Technology,"3,499,640",$44B (Large),1.27,NASDAQ
COHR,Coherent Corp,Technology,"3,506,470",$28B (Mid),1.86,NYS
IPSC,Century Therapeutics Inc,Healthcare,"3,508,580",$169M (Micro),1.8,NASDAQ
BW,Babcock & Wilcox Enterprises Inc,Energy/Utilities,"3,510,820",$883M (Micro),1.56,NYS
WT,WisdomTree Inc,Finance,"3,522,960",$2B (Micro),1.09,NYS
KMX,Carmax Inc,Auto/Travel/Shipping,"3,529,120",$6B (Small),1.36,NYS
ARR,ARMOUR Residential REIT Inc,Finance,"3,540,740",$2B (Micro),1.44,NYS
KTOS,Kratos Defense and Security Solutions Inc,Govt/Defense/Space,"3,542,260",$19B (Mid),1.11,NASDAQ
PCT,Purecycle Technologies Inc,Manufacturing/Construction,"3,544,160",$2B (Micro),2.06,NASDAQ
IBKR,Interactive Brokers Group Inc,Finance,"3,562,110",$120B (Large),1.24,NASDAQ
EPD,Enterprise Products Partners LP,Energy/Utilities,"3,565,700",$69B (Large),0.59,NYS
PK,Park Hotels & Resorts Inc,Real Estate,"3,569,460",$2B (Small),1.45,NYS
LAR,Lithium Argentina AG,Gold/Precious Metals/Materials,"3,579,010",$1B (Micro),1.24,NYS
BCRX,BioCryst Pharmaceuticals Inc,Healthcare,"3,586,320",$2B (Micro),0.83,NASDAQ
BRBR,Bellring Brands Inc,Food/Beverages/Shopping,"3,605,370",$3B (Small),0.63,NYS
NOV,Nov Inc,Energy/Utilities,"3,607,430",$6B (Small),0.95,NYS
TROX,Tronox Holdings PLC,Gold/Precious Metals/Materials,"3,617,380",$893M (Micro),1.18,NYS
ZNTL,Zentalis Pharmaceuticals Inc,Healthcare,"3,643,530",$270M (Micro),1.81,NASDAQ
CIG,Energy of Minas Gerais Co,Energy/Utilities,"3,649,490",$4B (Small),0.89,NYS
TMUS,T-Mobile US Inc,Communication Services,"3,650,010",$224B (Large),0.43,NASDAQ
OMC,Omnicom Group Inc,Communication Services,"3,660,440",$25B (Mid),0.76,NYS
SO,Southern Co,Energy/Utilities,"3,662,880",$96B (Large),0.44,NYS
GNW,Genworth Financial Inc,Finance,"3,664,760",$4B (Small),1.02,NYS
MIST,Milestone Pharmaceuticals Inc,Healthcare,"3,667,500",$174M (Micro),0.46,NASDAQ
MVIS,MicroVision Inc,Technology,"3,669,400",$281M (Micro),1.35,NASDAQ
FMC,FMC Corp,Gold/Precious Metals/Materials,"3,670,220",$2B (Micro),0.66,NYS
WIT,Wipro Ltd,Technology,"3,679,110",$30B (Mid),1.05,NYS
AEG,Aegon Ltd,Finance,"3,682,250",$12B (Mid),0.8,NYS
TWO,Two Harbors Investment Corp,Finance,"3,709,060",$1B (Micro),1.23,NYS
ABSI,Absci Corp,Healthcare,"3,718,780",$501M (Micro),2.12,NASDAQ
GTLB,GitLab Inc,Technology,"3,719,810",$6B (Small),0.75,NASDAQ
SONY,Sony Group Corp,Entertainment,"3,729,500",$149B (Large),0.98,NYS
MS,Morgan Stanley,Finance,"3,749,530",$296B (Large),1.2,NYS
ABR,Arbor Realty Trust Inc,Finance,"3,750,990",$2B (Micro),1.35,NYS
LITE,Lumentum Holdings Inc,Technology,"3,775,090",$25B (Mid),1.51,NASDAQ
ATAI,Atai Beckley NV,Healthcare,"3,783,830",$1B (Micro),1.61,NASDAQ
ELAN,Elanco Animal Health Inc,Healthcare,"3,785,290",$12B (Mid),1.87,NYS
DXCM,Dexcom Inc,Healthcare,"3,802,730",$26B (Mid),1.49,NASDAQ
BFLY,Butterfly Network Inc,Healthcare,"3,808,600",$1B (Micro),2.27,NYS
FLNC,Fluence Energy Inc,Manufacturing/Construction,"3,824,260",$4B (Small),2.89,NASDAQ
EBAY,eBay Inc,Technology,"3,830,860",$41B (Mid),1.38,NASDAQ
PLG,Platinum Group Metals Ltd,Gold/Precious Metals/Materials,"3,837,210",$305M (Micro),1.16,NYS
GLUE,Monte Rosa Therapeutics Inc,Healthcare,"3,848,320",$2B (Micro),1.64,NASDAQ
MNST,Monster Beverage Corp,Food/Beverages/Shopping,"3,856,250",$76B (Large),0.45,NASDAQ
GE,GE Aerospace,Govt/Defense/Space,"3,859,600",$339B (Large),1.41,NYS
OCGN,Ocugen Inc,Healthcare,"3,877,340",$468M (Micro),3.49,NASDAQ
PGEN,Precigen Inc,Healthcare,"3,889,830",$2B (Micro),1.07,NASDAQ
ZIM,ZIM Integrated Shipping Services Ltd,Auto/Travel/Shipping,"3,891,050",$3B (Small),1.63,NYS
DD,Dupont De Nemours Inc,Gold/Precious Metals/Materials,"3,906,300",$18B (Mid),1.08,NYS
CFG,Citizens Financial Group Inc,Finance,"3,907,900",$26B (Mid),1.09,NYS
ZTS,Zoetis Inc,Healthcare,"3,914,290",$56B (Large),0.96,NYS
BHVN,Biohaven Ltd,Healthcare,"3,914,970",$1B (Micro),3.54,NYS
GTM,Zoominfo Technologies Inc,Technology,"3,931,950",$3B (Small),1.08,NASDAQ
BTDR,Bitdeer Technologies Group,Technology,"3,934,470",$2B (Small),2.33,NASDAQ
RC,Ready Capital Corp,Finance,"3,938,540",$350M (Micro),1.5,NYS
IMRX,Immuneering Corp,Healthcare,"3,944,850",$301M (Micro),0.45,NASDAQ
HE,Hawaiian Electric Industries Inc,Energy/Utilities,"3,976,630",$3B (Small),0.66,NYS
BEN,Franklin Resources Inc,Finance,"4,000,390",$13B (Mid),1.48,NYS
KIM,Kimco Realty Corp,Real Estate,"4,008,050",$14B (Mid),1.09,NYS
GENI,Genius Sports Ltd,Technology,"4,008,810",$3B (Small),1.85,NYS
HD,Home Depot Inc,Manufacturing/Construction,"4,018,990",$373B (Large),1.08,NYS
FLO,Flowers Foods Inc,Consumer Products,"4,020,960",$2B (Small),0.32,NYS
EQNR,Equinor ASA,Energy/Utilities,"4,025,860",$59B (Large),0.33,NYS
ALLO,Allogene Therapeutics Inc,Healthcare,"4,043,800",$384M (Micro),0.62,NASDAQ
OPK,OPKO Health Inc,Healthcare,"4,066,130",$1B (Micro),1.47,NASDAQ
TIGR,UP Fintech Holding Ltd,Finance,"4,074,350",$2B (Micro),0.48,NASDAQ
HUN,Huntsman Corp,Gold/Precious Metals/Materials,"4,079,070",$2B (Micro),0.72,NYS
GPK,Graphic Packaging Holding Co,Gold/Precious Metals/Materials,"4,083,090",$5B (Small),0.63,NYS
SE,Sea Ltd,Entertainment,"4,087,450",$79B (Large),1.6,NYS
GLXY,Galaxy Digital Inc,Finance,"4,093,520",$10B (Mid),3.85,NASDAQ
HRL,Hormel Foods Corp,Food/Beverages/Shopping,"4,105,340",$13B (Mid),0.33,NYS
IP,International Paper Co,Gold/Precious Metals/Materials,"4,110,440",$23B (Mid),1.1,NYS
CZR,Caesars Entertainment Inc,Entertainment,"4,117,930",$5B (Small),2.04,NASDAQ
TJX,TJX Companies Inc,Food/Beverages/Shopping,"4,133,210",$175B (Large),0.74,NYS
STWD,Starwood Property Trust Inc,Real Estate,"4,148,580",$7B (Small),1.16,NYS
PBF,PBF Energy Inc,Energy/Utilities,"4,165,320",$4B (Small),0.5,NYS
XRAY,DENTSPLY SIRONA Inc,Healthcare,"4,188,360",$3B (Small),1.03,NASDAQ
BLNK,Blink Charging Co,Manufacturing/Construction,"4,195,980",$106M (Micro),1.84,NASDAQ
AZN,AstraZeneca PLC,Healthcare,"4,197,520",$294B (Large),0.35,NASDAQ
SIRI,Sirius XM Holdings Inc,Entertainment,"4,200,910",$7B (Small),0.93,NASDAQ
AMKR,Amkor Technology Inc,Technology,"4,220,050",$13B (Mid),2.02,NASDAQ
BN,Brookfield Corp,Finance,"4,247,060",$118B (Large),1.59,NYS
NTLA,Intellia Therapeutics Inc,Healthcare,"4,257,060",$1B (Micro),2.1,NASDAQ
ADT,ADT Inc,Communication Services,"4,257,390",$7B (Small),0.99,NYS
ENB,Enbridge Inc,Energy/Utilities,"4,260,310",$100B (Large),0.67,NYS
OBDC,Blue Owl Capital Corp,Finance,"4,274,900",$6B (Small),0.7,NYS
AREC,American Resources Corp,Energy/Utilities,"4,277,480",$342M (Micro),1.19,NASDAQ
ALTS,ALT5 Sigma Corp,Technology,"4,284,920",$176M (Micro),1.85,NASDAQ
BIDU,Baidu Inc,Entertainment,"4,298,580",$49B (Large),0.32,NASDAQ
CELH,Celsius Holdings Inc,Food/Beverages/Shopping,"4,307,370",$14B (Mid),0.9,NASDAQ
BF/B,Brown-Forman Corp,Food/Beverages/Shopping,"4,316,590",$8B (Mid),0.4,NYS
SABR,Sabre Corp,Technology,"4,318,440",$577M (Micro),1.07,NASDAQ
BORR,Borr Drilling Ltd,Energy/Utilities,"4,323,120",$1B (Micro),1.1,NYS
CLVT,Clarivate PLC,Communication Services,"4,323,510",$2B (Small),1.52,NYS
SGMO,Sangamo Therapeutics Inc,Healthcare,"4,326,310",$149M (Micro),1.29,NASDAQ
XEL,Xcel Energy Inc,Energy/Utilities,"4,326,540",$44B (Large),0.46,NASDAQ
BBY,Best Buy Co Inc,Consumer Products,"4,333,820",$15B (Mid),1.46,NYS
MVST,Microvast Holdings Inc,Auto/Travel/Shipping,"4,335,080",$1B (Micro),3.38,NASDAQ
XP,XP Inc,Finance,"4,344,310",$9B (Mid),1.22,NASDAQ
FNB,FNB Corp,Finance,"4,366,190",$6B (Small),0.94,NYS
VOD,Vodafone Group PLC,Communication Services,"4,372,050",$32B (Mid),0.41,NASDAQ
PPL,PPL Corp,Energy/Utilities,"4,376,880",$26B (Mid),0.71,NYS
SPCE,Virgin Galactic Holdings Inc,Govt/Defense/Space,"4,398,680",$201M (Micro),2.21,NYS
IVZ,Invesco Ltd,Finance,"4,422,360",$13B (Mid),1.67,NYS
PM,Philip Morris International Inc,Food/Beverages/Shopping,"4,446,240",$253B (Large),0.41,NYS
NXDR,Nextdoor Holdings Inc,Technology,"4,457,240",$776M (Micro),1.18,NYS
OMER,Omeros Corp,Healthcare,"4,479,640",$886M (Micro),2.43,NASDAQ
ONON,On Holding AG,Sports/Fitness,"4,488,950",$16B (Mid),2.16,NYS
EXC,Exelon Corp,Energy/Utilities,"4,492,680",$44B (Large),0.44,NASDAQ
CORT,Corcept Therapeutics Inc,Healthcare,"4,501,300",$4B (Small),0.25,NASDAQ
HYMC,Hycroft Mining Holding Corporation,Gold/Precious Metals/Materials,"4,510,670",$2B (Small),2.62,NASDAQ
SATS,EchoStar Corp,Communication Services,"4,519,030",$35B (Mid),1.02,NASDAQ
VLO,Valero Energy Corp,Energy/Utilities,"4,554,820",$57B (Large),0.77,NYS
RIO,Rio Tinto PLC,Gold/Precious Metals/Materials,"4,557,060",$102B (Large),0.56,NYS
SHOP,Shopify Inc,Technology,"4,569,330",$214B (Large),2.84,NASDAQ
UPST,Upstart Holdings Inc,Finance,"4,598,760",$5B (Small),2.39,NASDAQ
SW,Smurfit WestRock PLC,Gold/Precious Metals/Materials,"4,605,350",$22B (Mid),1.01,NYS
GLW,Corning Inc,Technology,"4,618,440",$73B (Large),1.12,NYS
ESPR,Esperion Therapeutics Inc,Healthcare,"4,618,560",$928M (Micro),1.09,NASDAQ
RTX,RTX Corp,Govt/Defense/Space,"4,619,770",$253B (Large),0.42,NYS
WRBY,Warby Parker Inc,Food/Beverages/Shopping,"4,646,170",$3B (Small),2.08,NYS
MGM,MGM Resorts International,Entertainment,"4,670,910",$9B (Mid),1.44,NYS
JHX,James Hardie Industries PLC,Gold/Precious Metals/Materials,"4,677,710",$13B (Mid),1.81,NYS
LI,Li Auto Inc,Auto/Travel/Shipping,"4,706,100",$18B (Mid),0.57,NASDAQ
AAOI,Applied Optoelectronics Inc,Technology,"4,709,420",$2B (Small),3.3,NASDAQ
STNE,StoneCo Ltd,Finance,"4,712,980",$4B (Small),1.82,NASDAQ
ABCL,Abcellera Biologics Inc,Healthcare,"4,727,720",$1B (Micro),0.82,NASDAQ
GOSS,Gossamer Bio Inc,Healthcare,"4,739,050",$579M (Micro),1.93,NASDAQ
VNDA,Vanda Pharmaceuticals Inc,Healthcare,"4,752,200",$433M (Micro),0.62,NASDAQ
AMH,American Homes 4 Rent,Real Estate,"4,786,490",$12B (Mid),0.8,NYS
CX,Cemex SAB de CV,Gold/Precious Metals/Materials,"4,810,080",$18B (Mid),1.62,NYS
ARCC,Ares Capital Corp,Finance,"4,859,370",$15B (Mid),0.63,NASDAQ
TME,Tencent Music Entertainment Group,Entertainment,"4,866,210",$27B (Mid),0.52,NYS
GILD,Gilead Sciences Inc,Healthcare,"4,869,690",$150B (Large),0.37,NASDAQ
CLOV,Clover Health Investments Corp,Healthcare,"4,873,570",$1B (Micro),2.11,NASDAQ
SG,Sweetgreen Inc,Food/Beverages/Shopping,"4,887,340",$926M (Micro),1.94,NYS
APA,APA Corp (US),Energy/Utilities,"4,899,980",$9B (Mid),0.74,NASDAQ
IOT,Samsara Inc,Technology,"4,900,230",$19B (Mid),1.61,NYS
NUVB,Nuvation Bio Inc,Healthcare,"4,903,280",$3B (Small),1.52,NYS
CSIQ,Canadian Solar Inc,Technology,"4,910,120",$1B (Micro),1.27,NASDAQ
AEVA,Aeva Technologies Inc,Auto/Travel/Shipping,"4,913,430",$1B (Micro),2.11,NASDAQ
CRH,CRH PLC,Gold/Precious Metals/Materials,"4,913,820",$88B (Large),1.19,NYS
TDOC,Teladoc Health Inc,Healthcare,"4,926,560",$1B (Micro),2.13,NYS
FLG,Flagstar Bank NA,Finance,"4,931,140",$5B (Small),1.1,NYS
LDI,loanDepot Inc,Finance,"4,940,340",$970M (Micro),3.18,NYS
FHN,First Horizon Corp,Finance,"4,940,800",$12B (Mid),0.64,NYS
UPS,United Parcel Service Inc,Auto/Travel/Shipping,"4,972,210",$92B (Large),1.09,NYS
XYZ,Block Inc,Technology,"5,001,800",$42B (Large),2.68,NYS
KMB,Kimberly-Clark Corp,Food/Beverages/Shopping,"5,007,150",$32B (Mid),0.27,NASDAQ
PANW,Palo Alto Networks Inc,Technology,"5,011,150",$132B (Large),0.75,NASDAQ
ABT,Abbott Laboratories,Healthcare,"5,020,330",$219B (Large),0.75,NYS
AIG,American International Group Inc,Finance,"5,022,860",$41B (Mid),0.61,NYS
V,Visa Inc,Finance,"5,024,260",$669B (Large),0.79,NYS
SU,Suncor Energy Inc,Energy/Utilities,"5,036,240",$56B (Large),0.46,NYS
HUT,Hut 8 Corp,Finance,"5,039,310",$7B (Small),4.31,NASDAQ
ENPH,Enphase Energy Inc,Technology,"5,071,670",$5B (Small),1.37,NASDAQ
TU,Telus Corp,Communication Services,"5,073,660",$21B (Mid),0.69,NYS
LVS,Las Vegas Sands Corp,Entertainment,"5,077,730",$40B (Mid),0.92,NYS
BCS,Barclays PLC,Finance,"5,097,980",$90B (Large),0.96,NYS
MLTX,MoonLake Immunotherapeutics,Healthcare,"5,101,660",$1B (Micro),1.22,NASDAQ
U,Unity Software Inc,Technology,"5,102,220",$19B (Mid),2.05,NYS
VRT,Vertiv Holdings Co,Manufacturing/Construction,"5,152,570",$63B (Large),2.08,NYS
VLY,Valley National Bancorp,Finance,"5,153,990",$7B (Small),1.12,NASDAQ
SVM,Silvercorp Metals Inc,Gold/Precious Metals/Materials,"5,156,380",$2B (Micro),0.97,NYS
LYG,Lloyds Banking Group PLC,Finance,"5,157,260",$80B (Large),0.92,NYS
FTNT,Fortinet Inc,Technology,"5,161,050",$59B (Large),1.06,NASDAQ
SHEL,Shell PLC,Energy/Utilities,"5,161,670",$202B (Large),0.15,NYS
CARR,Carrier Global Corp,Manufacturing/Construction,"5,166,600",$47B (Large),1.32,NYS
OGN,Organon & Co,Healthcare,"5,190,510",$2B (Micro),0.55,NYS
