TICKER,NAME,SECTOR,average Volume (10 Day),,market cap,BETA
VNET,VNET Group Inc,Technology,"3,433,550",NASDAQ,$3B (Small),0.02
NOC,NORTHROP GRUMMAN CORP,Industrials,"1,057,630",NYS,$88B (Large),0.04
TAK,Takeda Pharmaceutical Co Ltd,Healthcare,"1,979,410",NYS,$52B (Large),0.05
GANX,Gain Therapeutics Inc,Healthcare,"1,156,460",NASDAQ,$89M (Micro),0.05
KHC,Kraft Heinz Co,Consumer Staples,"13,921,650",NASDAQ,$28B (Mid),0.06
RVPH,Reviva Pharmaceuticals Holdings Inc,Healthcare,"6,478,300",NASDAQ,$40M (Micro),0.07
FRO,Frontline Plc,Energy,"3,417,170",NYS,$6B (Small),0.07
TAL,TAL Education Group,Consumer Disc.,"2,237,990",NYS,$7B (Small),0.07
IQ,iQIYI Inc,Communication,"9,716,220",NASDAQ,$2B (Micro),0.08
ALT,Altimmune Inc,Healthcare,"6,533,490",NASDAQ,$419M (Micro),0.08
OTLK,Outlook Therapeutics Inc,Healthcare,"22,918,850",NASDAQ,$38M (Micro),0.09
NAK,Northern Dynasty Minerals Ltd,Materials,"6,906,520",NYS,$1B (Micro),0.09
AGL,agilon health inc,Healthcare,"6,285,440",NYS,$411M (Micro),0.09
INV,Innventure Inc,Financials,"1,570,360",NASDAQ,$261M (Micro),0.09
LRN,Stride Inc,Consumer Disc.,"1,000,630",NYS,$3B (Small),0.1
RELY,Remitly Global Inc,Technology,"2,642,600",NASDAQ,$3B (Small),0.11
LEGN,Legend Biotech Corp,Healthcare,"2,337,160",NASDAQ,$4B (Small),0.11
UAMY,United States Antimony Corp,Materials,"13,085,470",NYS,$1B (Micro),0.12
SHEL,Shell PLC,Energy,"5,161,670",NYS,$202B (Large),0.15
HTHT,H World Group Ltd,Consumer Discretionary,"1,512,040",NASDAQ,$15B (Mid),0.15
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,"5,830,030",NASDAQ,$2B (Small),0.16
BIIB,Biogen Inc,Healthcare,"1,315,280",NASDAQ,$28B (Mid),0.16
HSY,Hershey Co,Consumer Staples,"1,466,350",NYS,$38B (Mid),0.17
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,"11,808,530",NASDAQ,$660M (Micro),0.18
TOI,Oncology Institute Inc,Healthcare,"1,901,890",NASDAQ,$411M (Micro),0.18
HLN,Haleon PLC,Healthcare,"7,569,970",NYS,$44B (Large),0.19
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,"2,108,540",NASDAQ,$5B (Small),0.2
YMM,Full Truck Alliance Co Ltd,Industrials,"9,540,560",NYS,$11B (Mid),0.22
SJM,J M Smucker Co,Consumer Staples,"1,446,790",NYS,$11B (Mid),0.22
LMT,Lockheed Martin Corp,Industrials,"1,996,970",NYS,$126B (Large),0.23
KURA,Kura Oncology Inc,Healthcare,"1,404,980",NASDAQ,$819M (Micro),0.23
ALL,Allstate Corp,Financials,"1,224,310",NYS,$56B (Large),0.23
GRND,Grindr Inc,Communication Services,"1,151,160",NYS,$2B (Small),0.23
CALM,Cal-Maine Foods Inc,Consumer Staples,"1,625,020",NASDAQ,$4B (Small),0.24
CORT,Corcept Therapeutics Inc,Healthcare,"4,501,300",NASDAQ,$4B (Small),0.25
DG,Dollar General Corp,Consumer Staples,"3,210,170",NYS,$31B (Mid),0.25
BDX,Becton Dickinson and Co,Healthcare,"1,430,560",NYS,$58B (Large),0.25
APLS,Apellis Pharmaceuticals Inc,Healthcare,"2,340,270",NASDAQ,$3B (Small),0.26
SMPL,Simply Good Foods Co,Consumer Staples,"2,278,630",NASDAQ,$2B (Micro),0.26
BMRN,BioMarin Pharmaceutical Inc,Healthcare,"1,798,910",NASDAQ,$11B (Mid),0.26
OVID,Ovid Therapeutics Inc,Healthcare,"1,346,770",NASDAQ,$217M (Micro),0.26
JAZZ,Jazz Pharmaceuticals PLC,Healthcare,"1,184,730",NASDAQ,$10B (Mid),0.26
KMB,Kimberly-Clark Corp,Consumer Staples,"5,007,150",NASDAQ,$32B (Mid),0.27
EVH,Evolent Health Inc,Healthcare,"2,152,720",NYS,$465M (Micro),0.27
LNG,Cheniere Energy Inc,Energy,"1,687,840",NYS,$42B (Large),0.27
EWTX,Edgewise Therapeutics Inc,Healthcare,"1,182,990",NASDAQ,$3B (Small),0.27
CL,Colgate-Palmolive Co,Consumer Staples,"5,627,930",NYS,$66B (Large),0.28
CI,Cigna Group,Healthcare,"1,310,230",NYS,$75B (Large),0.28
MRK,Merck & Co Inc,Healthcare,"11,639,990",NYS,$274B (Large),0.29
IONS,Ionis Pharmaceuticals Inc,Healthcare,"1,815,710",NASDAQ,$13B (Mid),0.29
CME,CME Group Inc,Financials,"1,559,050",NASDAQ,$95B (Large),0.29
BMY,Bristol-Myers Squibb Co,Healthcare,"11,383,630",NYS,$114B (Large),0.3
VLN,Valens Semiconductor Ltd,Technology,"5,205,910",NYS,$254M (Micro),0.3
BTI,British American Tobacco plc,Consumer Staples,"3,057,440",NYS,$120B (Large),0.31
PGR,Progressive Corp,Financials,"3,012,920",NYS,$126B (Large),0.31
TEF,Telefonica SA,Communication Services,"2,220,750",NYS,$22B (Mid),0.31
VRTX,Vertex Pharmaceuticals Inc,Healthcare,"1,176,990",NASDAQ,$118B (Large),0.31
NBIX,Neurocrine Biosciences Inc,Healthcare,"1,121,330",NASDAQ,$14B (Mid),0.31
MREO,Mereo BioPharma Group PLC,Healthcare,"59,369,050",NASDAQ,$79M (Micro),0.32
VZ,Verizon Communications Inc,Communication Services,"25,551,080",NYS,$171B (Large),0.32
BP,BP PLC,Energy,"9,180,580",NYS,$89B (Large),0.32
BIDU,Baidu Inc,Communication Services,"4,298,580",NASDAQ,$49B (Large),0.32
FLO,Flowers Foods Inc,Consumer Staples,"4,020,960",NYS,$2B (Small),0.32
VTGN,Vistagen Therapeutics Inc,Healthcare,"2,030,730",NASDAQ,$26M (Micro),0.32
TRX,TRX Gold Corp,Materials,"1,580,350",NYS,$257M (Micro),0.32
COP,ConocoPhillips,Energy,"7,621,090",NYS,$120B (Large),0.33
HRL,Hormel Foods Corp,Consumer Staples,"4,105,340",NYS,$13B (Mid),0.33
EQNR,Equinor ASA,Energy,"4,025,860",NYS,$59B (Large),0.33
GTX,Garrett Motion Inc,Industrials,"1,929,700",NASDAQ,$4B (Small),0.33
BVN,Compania de Minas Buenaventura SAA,Materials,"1,769,690",NYS,$8B (Mid),0.33
SVRA,Savara Inc,Healthcare,"1,678,590",NASDAQ,$1B (Micro),0.33
TDS,Telephone and Data Systems Inc,Communication Services,"1,107,280",NYS,$5B (Small),0.33
ABBV,AbbVie Inc,Healthcare,"5,913,750",NYS,$389B (Large),0.34
JNJ,Johnson & Johnson,Healthcare,"5,885,550",NYS,$492B (Large),0.34
BAH,Booz Allen Hamilton Holding Corp,Industrials,"1,758,080",NYS,$12B (Mid),0.34
WTI,W&T Offshore Inc,Energy,"1,347,150",NYS,$244M (Micro),0.34
RDY,Dr Reddy's Laboratories Ltd,Healthcare,"1,084,020",NYS,$11B (Mid),0.34
AISP,Airship AI Holdings Inc,Technology,"1,026,640",NASDAQ,$106M (Micro),0.34
KDP,Keurig Dr Pepper Inc,Consumer Staples,"8,006,630",NASDAQ,$38B (Mid),0.35
AZN,AstraZeneca PLC,Healthcare,"4,197,520",NASDAQ,$294B (Large),0.35
UL,Unilever PLC,Consumer Staples,"2,173,110",NYS,$140B (Large),0.35
BZAI,Blaize Holdings Inc,Technology,"1,601,060",NASDAQ,$260M (Micro),0.35
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,"1,001,810",NASDAQ,$53B (Large),0.35
PCG,PG&E Corp,Utilities,"15,665,420",NYS,$35B (Mid),0.36
KO,Coca-Cola Co,Consumer Staples,"14,559,380",NYS,$303B (Large),0.36
BJ,BJ's Wholesale Club Holdings Inc,Consumer Staples,"1,594,090",NYS,$12B (Mid),0.36
HRB,H & R Block Inc,Consumer Discretionary,"1,148,840",NYS,$6B (Small),0.36
T,AT&T Inc,Communication Services,"34,957,360",NYS,$170B (Large),0.37
PG,Procter & Gamble Co,Consumer Staples,"8,853,320",NYS,$332B (Large),0.37
CTRA,Coterra Energy Inc,Energy,"7,510,830",NYS,$19B (Mid),0.37
GILD,Gilead Sciences Inc,Healthcare,"4,869,690",NASDAQ,$150B (Large),0.37
WRB,W R Berkley Corp,Financials,"2,487,980",NYS,$26B (Mid),0.37
ELVN,Enliven Therapeutics Inc,Healthcare,"1,926,310",NASDAQ,$2B (Micro),0.37
GDS,GDS Holdings Ltd,Technology,"1,654,990",NASDAQ,$8B (Mid),0.37
CAPR,Capricor Therapeutics Inc,Healthcare,"1,443,360",NASDAQ,$1B (Micro),0.37
ED,Consolidated Edison Inc,Utilities,"1,440,570",NYS,$36B (Mid),0.37
IMAX,Imax Corp,Communication Services,"1,152,390",NYS,$2B (Micro),0.37
XOM,Exxon Mobil Corp,Energy,"16,889,830",NYS,$526B (Large),0.38
FOLD,Amicus Therapeutics Inc,Healthcare,"12,904,310",NASDAQ,$4B (Small),0.38
BABA,Alibaba Group Holding Ltd,Consumer Discretionary,"11,643,870",NYS,$360B (Large),0.38
WEN,Wendy's Co,Consumer Discretionary,"5,408,370",NASDAQ,$2B (Micro),0.38
FUN,Six Flags Entertainment Corp,Consumer Discretionary,"3,165,260",NYS,$2B (Micro),0.38
AKBA,Akebia Therapeutics Inc,Healthcare,"2,704,110",NASDAQ,$403M (Micro),0.38
MUFG,Mitsubishi UFJ Financial Group Inc,Financials,"2,501,360",NYS,$194B (Large),0.38
CRK,Comstock Resources Inc,Energy,"2,343,310",NYS,$6B (Small),0.38
MDLZ,Mondelez International Inc,Consumer Staples,"10,131,630",NASDAQ,$71B (Large),0.39
POET,POET Technologies Inc,Technology,"6,074,750",NASDAQ,$974M (Micro),0.39
LLY,Eli Lilly and Co,Healthcare,"2,518,120",NYS,$1T (Large),0.39
SRPT,Sarepta Therapeutics Inc,Healthcare,"2,505,690",NASDAQ,$2B (Small),0.39
SMFG,Sumitomo Mitsui Financial Group Inc,Financials,"1,840,270",NYS,$129B (Large),0.39
HMC,Honda Motor Co Ltd,Consumer Discretionary,"1,184,780",NYS,$40B (Mid),0.39
AXSM,Axsome Therapeutics Inc,Healthcare,"1,028,460",NASDAQ,$9B (Mid),0.39
B,Barrick Mining Corp,Materials,"11,532,030",NYS,$81B (Large),0.4
PEP,PepsiCo Inc,Consumer Staples,"7,113,170",NASDAQ,$191B (Large),0.4
IBN,ICICI Bank Ltd,Financials,"5,456,340",NYS,$110B (Large),0.4
BF/B,Brown-Forman Corp,Consumer Staples,"4,316,590",NYS,$8B (Mid),0.4
PRGO,Perrigo Company PLC,Healthcare,"2,731,750",NYS,$2B (Micro),0.4
MFG,Mizuho Financial Group Inc,Financials,"2,687,350",NYS,$98B (Large),0.4
MRVI,Maravai LifeSciences Holdings Inc,Healthcare,"1,228,730",NASDAQ,$1B (Micro),0.4
OXY,Occidental Petroleum Corp,Energy,"11,686,450",NYS,$42B (Large),0.41
SOC,Sable Offshore Corp,Energy,"9,717,400",NYS,$1B (Micro),0.41
PM,Philip Morris International Inc,Consumer Staples,"4,446,240",NYS,$253B (Large),0.41
VOD,Vodafone Group PLC,Communication Services,"4,372,050",NASDAQ,$32B (Mid),0.41
GD,General Dynamics Corp,Industrials,"1,340,530",NYS,$96B (Large),0.41
JD,JD.com Inc,Consumer Discretionary,"9,513,710",NASDAQ,$47B (Large),0.42
NEM,Newmont Corporation,Materials,"7,648,290",NYS,$119B (Large),0.42
UNH,UnitedHealth Group Inc,Healthcare,"5,833,570",NYS,$312B (Large),0.42
RTX,RTX Corp,Industrials,"4,619,770",NYS,$253B (Large),0.42
RPRX,Royalty Pharma PLC,Healthcare,"3,137,230",NASDAQ,$23B (Mid),0.42
BZ,Kanzhun Ltd,Communication Services,"2,958,670",NASDAQ,$8B (Mid),0.42
EXEL,Exelixis Inc,Healthcare,"2,282,610",NASDAQ,$12B (Mid),0.42
VSTM,Verastem Inc,Healthcare,"2,100,220",NASDAQ,$601M (Micro),0.42
BHC,Bausch Health Companies Inc,Healthcare,"1,744,210",NYS,$3B (Small),0.42
ACGL,Arch Capital Group Ltd,Financials,"1,491,530",NASDAQ,$35B (Mid),0.42
PFE,Pfizer Inc,Healthcare,"38,105,460",NYS,$145B (Large),0.43
TMUS,T-Mobile US Inc,Communication Services,"3,650,010",NASDAQ,$224B (Large),0.43
LW,Lamb Weston Holdings Inc,Consumer Staples,"3,121,640",NYS,$6B (Small),0.43
SNY,Sanofi SA,Healthcare,"2,938,650",NASDAQ,$119B (Large),0.43
FUTU,Futu Holdings Ltd,Financials,"1,024,370",NASDAQ,$17B (Mid),0.43
EXC,Exelon Corp,Utilities,"4,492,680",NASDAQ,$44B (Large),0.44
SO,Southern Co,Utilities,"3,662,880",NYS,$96B (Large),0.44
STZ,Constellation Brands Inc,Consumer Staples,"3,186,600",NYS,$25B (Mid),0.44
DDL,Dingdong (Cayman) Ltd,Consumer Discretionary,"2,867,470",NYS,$536M (Micro),0.44
EXE,Expand Energy Corp,Energy,"2,726,860",NASDAQ,$24B (Mid),0.44
ALKS,Alkermes Plc,Healthcare,"1,653,600",NASDAQ,$5B (Small),0.44
RANI,Rani Therapeutics Holdings Inc,Healthcare,"1,505,790",NASDAQ,$170M (Micro),0.44
FINV,FinVolution Group,Financials,"1,046,840",NYS,$1B (Micro),0.44
SSL,Sasol Ltd,Energy,"1,038,420",NYS,$4B (Small),0.44
IMRX,Immuneering Corp,Healthcare,"3,944,850",NASDAQ,$301M (Micro),0.45
MNST,Monster Beverage Corp,Consumer Staples,"3,856,250",NASDAQ,$76B (Large),0.45
COGT,Cogent Biosciences Inc,Healthcare,"2,385,190",NASDAQ,$6B (Small),0.45
GBDC,Golub Capital BDC Inc,Financials,"2,199,530",NASDAQ,$4B (Small),0.45
BXSL,Blackstone Secured Lending Fund,Financials,"1,976,570",NYS,$6B (Small),0.45
SU,Suncor Energy Inc,Energy,"5,036,240",NYS,$56B (Large),0.46
XEL,Xcel Energy Inc,Utilities,"4,326,540",NASDAQ,$44B (Large),0.46
MIST,Milestone Pharmaceuticals Inc,Healthcare,"3,667,500",NASDAQ,$174M (Micro),0.46
AMGN,Amgen Inc,Healthcare,"2,069,630",NASDAQ,$176B (Large),0.46
LQDA,Liquidia Corp,Healthcare,"2,060,640",NASDAQ,$3B (Small),0.46
DEO,Diageo PLC,Consumer Staples,"2,012,040",NYS,$49B (Large),0.46
CHD,Church & Dwight Co Inc,Consumer Staples,"1,843,870",NYS,$21B (Mid),0.46
DRS,Leonardo DRS Inc,Industrials,"1,277,710",NASDAQ,$11B (Mid),0.46
SNDX,Syndax Pharmaceuticals Inc,Healthcare,"1,262,070",NASDAQ,$2B (Micro),0.46
ACI,Albertsons Companies Inc,Consumer Staples,"11,608,530",NYS,$9B (Mid),0.47
RZLT,Rezolute Inc,Healthcare,"6,010,990",NASDAQ,$244M (Micro),0.47
GSK,GSK plc,Healthcare,"3,467,300",NYS,$103B (Large),0.47
TSN,Tyson Foods Inc,Consumer Staples,"2,365,790",NYS,$20B (Mid),0.47
CMS,CMS Energy Corp,Utilities,"2,172,240",NYS,$21B (Mid),0.47
ARCO,Arcos Dorados Holdings Inc,Consumer Discretionary,"1,065,520",NYS,$2B (Micro),0.47
CVE,Cenovus Energy Inc,Energy,"12,978,850",NYS,$31B (Mid),0.48
TIGR,UP Fintech Holding Ltd,Financials,"4,074,350",NASDAQ,$2B (Micro),0.48
NTNX,Nutanix Inc,Technology,"3,002,000",NASDAQ,$14B (Mid),0.48
TAP,Molson Coors Beverage Co,Consumer Staples,"2,798,050",NYS,$9B (Mid),0.48
ADMA,ADMA Biologics Inc,Healthcare,"1,937,900",NASDAQ,$4B (Small),0.48
RCKT,Rocket Pharmaceuticals Inc,Healthcare,"1,860,800",NASDAQ,$404M (Micro),0.48
PTCT,PTC Therapeutics Inc,Healthcare,"1,315,820",NASDAQ,$6B (Small),0.48
NSP,Insperity Inc,Industrials,"1,158,650",NYS,$2B (Micro),0.48
CNC,Centene Corp,Healthcare,"5,984,200",NYS,$23B (Mid),0.49
CVS,CVS Health Corp,Healthcare,"5,943,420",NYS,$102B (Large),0.49
EOG,EOG Resources Inc,Energy,"3,319,030",NYS,$57B (Large),0.49
LBRT,Liberty Energy Inc,Energy,"3,125,860",NYS,$3B (Small),0.49
GO,Grocery Outlet Holding Corp,Consumer Staples,"2,808,560",NASDAQ,$937M (Micro),0.49
VNOM,Viper Energy Inc,Energy,"1,951,310",NASDAQ,$13B (Mid),0.49
HSBC,HSBC Holdings PLC,Financials,"1,609,930",NYS,$275B (Large),0.49
BBD,Banco Bradesco SA,Financials,"23,532,580",NYS,$18B (Mid),0.5
MO,Altria Group Inc,Consumer Staples,"9,891,260",NYS,$97B (Large),0.5
PBF,PBF Energy Inc,Energy,"4,165,320",NYS,$4B (Small),0.5
DUK,Duke Energy Corp,Utilities,"2,729,960",NYS,$91B (Large),0.5
MOH,Molina Healthcare Inc,Healthcare,"1,434,920",NYS,$9B (Mid),0.5
NVS,Novartis AG,Healthcare,"1,307,120",NYS,$272B (Large),0.5
CB,Chubb Ltd,Financials,"1,305,980",NYS,$121B (Large),0.5
SFL,SFL Corporation Ltd,Industrials,"1,220,800",NYS,$1B (Micro),0.5
DTE,DTE Energy Co,Utilities,"1,074,310",NYS,$27B (Mid),0.5
ANGO,AngioDynamics Inc,Healthcare,"1,017,770",NASDAQ,$406M (Micro),0.5
BTU,Peabody Energy Corp,Energy,"2,441,700",NYS,$4B (Small),0.51
BGS,B&G Foods Inc,Consumer Staples,"1,893,000",NYS,$334M (Micro),0.51
EGO,Eldorado Gold Corp,Materials,"1,364,930",NYS,$8B (Mid),0.51
PHAT,Phathom Pharmaceuticals Inc,Healthcare,"1,325,370",NASDAQ,$1B (Micro),0.51
ELV,Elevance Health Inc,Healthcare,"1,167,200",NYS,$83B (Large),0.51
TME,Tencent Music Entertainment Group,Communication Services,"4,866,210",NYS,$27B (Mid),0.52
MCD,McDonald's Corp,Consumer Discretionary,"2,884,750",NYS,$219B (Large),0.52
FOXA,Fox Corp,Communication Services,"2,488,890",NASDAQ,$15B (Mid),0.52
WPM,Wheaton Precious Metals Corp,Materials,"1,607,290",NYS,$57B (Large),0.52
KBR,KBR Inc,Industrials,"1,526,050",NYS,$6B (Small),0.52
CCEP,Coca-Cola Europacific Partners PLC,Consumer Staples,"1,353,740",NASDAQ,$40B (Mid),0.52
TRV,Travelers Companies Inc,Financials,"1,273,730",NYS,$63B (Large),0.52
OLLI,Ollie's Bargain Outlet Holdings Inc,Consumer Discretionary,"1,176,990",NASDAQ,$7B (Small),0.52
PBR,Petroleo Brasileiro SA Petrobras,Energy,"15,070,080",NYS,$44B (Large),0.53
JAMF,Jamf Holding Corp,Technology,"1,297,120",NASDAQ,$2B (Micro),0.53
OXSQ,Oxford Square Capital Corp,Financials,"1,169,310",NASDAQ,$145M (Micro),0.53
ALKT,Alkami Technology Inc,Technology,"1,119,940",NASDAQ,$2B (Small),0.53
PNW,Pinnacle West Capital Corp,Utilities,"1,034,310",NYS,$11B (Mid),0.53
ARBE,Arbe Robotics Ltd,Technology,"8,168,150",NASDAQ,$148M (Micro),0.54
CYTK,Cytokinetics Inc,Healthcare,"1,983,620",NASDAQ,$8B (Mid),0.54
PAGP,Plains GP Holdings LP,Energy,"1,670,660",NASDAQ,$4B (Small),0.54
IMVT,Immunovant Inc,Healthcare,"1,606,010",NASDAQ,$5B (Small),0.54
BUD,Anheuser-Busch Inbev SA,Consumer Staples,"1,477,560",NYS,$118B (Large),0.54
ADC,Agree Realty Corp,Real Estate,"1,322,360",NYS,$8B (Mid),0.54
RBA,RB Global Inc,Industrials,"1,059,750",NYS,$20B (Mid),0.54
WU,Western Union Co,Financials,"6,244,060",NYS,$3B (Small),0.55
AR,Antero Resources Corp,Energy,"5,240,310",NYS,$10B (Mid),0.55
OGN,Organon & Co,Healthcare,"5,190,510",NYS,$2B (Micro),0.55
HAS,Hasbro Inc,Consumer Discretionary,"1,557,800",NASDAQ,$12B (Mid),0.55
OHI,Omega Healthcare Investors Inc,Real Estate,"1,421,710",NYS,$13B (Mid),0.55
MPLX,MPLX LP,Energy,"1,398,800",NYS,$54B (Large),0.55
RSG,Republic Services Inc,Industrials,"1,202,380",NYS,$66B (Large),0.55
HDB,HDFC Bank Ltd,Financials,"6,575,640",NYS,$170B (Large),0.56
RIO,Rio Tinto PLC,Materials,"4,557,060",NYS,$102B (Large),0.56
PAA,Plains All American Pipeline LP,Energy,"2,632,520",NASDAQ,$13B (Mid),0.56
NCNO,nCino Inc,Technology,"1,295,330",NASDAQ,$3B (Small),0.56
VALE,Vale SA,Materials,"31,836,960",NYS,$60B (Large),0.57
LI,Li Auto Inc,Consumer Discretionary,"4,706,100",NASDAQ,$18B (Mid),0.57
WEC,WEC Energy Group Inc,Utilities,"1,719,490",NYS,$34B (Mid),0.57
QFIN,Qfin Holdings Inc,Financials,"1,529,790",NASDAQ,$2B (Small),0.57
TALO,Talos Energy Inc,Energy,"1,333,150",NYS,$2B (Micro),0.57
HP,Helmerich and Payne Inc,Energy,"1,322,110",NYS,$3B (Small),0.57
ARDX,Ardelyx Inc,Healthcare,"7,254,400",NASDAQ,$2B (Micro),0.58
SES,SES AI Corp,Materials,"6,227,270",NYS,$778M (Micro),0.58
CNP,CenterPoint Energy Inc,Utilities,"3,287,540",NYS,$25B (Mid),0.58
RRC,Range Resources Corp,Energy,"2,811,520",NYS,$8B (Mid),0.58
WM,Waste Management Inc,Industrials,"1,514,610",NYS,$89B (Large),0.58
AEE,Ameren Corp,Utilities,"1,342,110",NYS,$27B (Mid),0.58
ALTO,Alto Ingredients Inc,Materials,"1,261,350",NASDAQ,$185M (Micro),0.58
BAX,Baxter International Inc,Healthcare,"8,345,800",NYS,$11B (Mid),0.59
EPD,Enterprise Products Partners LP,Energy,"3,565,700",NYS,$69B (Large),0.59
CLX,Clorox Co,Consumer Staples,"2,239,080",NYS,$13B (Mid),0.59
ATYR,aTyr Pharma Inc,Healthcare,"1,885,100",NASDAQ,$70M (Micro),0.59
COLB,Columbia Banking System Inc,Financials,"1,879,520",NASDAQ,$9B (Mid),0.59
VRNS,Varonis Systems Inc,Technology,"1,713,400",NASDAQ,$4B (Small),0.59
TRIN,Trinity Capital Inc,Financials,"1,345,440",NASDAQ,$1B (Micro),0.59
HESM,Hess Midstream LP,Energy,"1,320,570",NYS,$7B (Small),0.59
NGD,New Gold Inc,Materials,"14,188,640",NYS,$8B (Mid),0.6
QSR,Restaurant Brands International Inc,Consumer Discretionary,"2,833,490",NYS,$23B (Mid),0.6
AU,Anglogold Ashanti PLC,Materials,"2,065,960",NYS,$47B (Large),0.6
FANG,Diamondback Energy Inc,Energy,"1,788,820",NASDAQ,$42B (Large),0.6
VIRT,Virtu Financial Inc,Financials,"1,023,170",NYS,$5B (Small),0.6
ITUB,Itau Unibanco Holding SA,Financials,"14,864,040",NYS,$41B (Mid),0.61
KR,Kroger Co,Consumer Staples,"6,190,070",NYS,$38B (Mid),0.61
AIG,American International Group Inc,Financials,"5,022,860",NYS,$41B (Mid),0.61
AEP,American Electric Power Company Inc,Utilities,"3,123,950",NASDAQ,$62B (Large),0.61
SYY,Sysco Corp,Consumer Staples,"2,590,220",NYS,$36B (Mid),0.61
MKC,McCormick & Company Inc,Consumer Staples,"2,533,860",NYS,$17B (Mid),0.61
PEG,Public Service Enterprise Group Inc,Utilities,"2,391,670",NYS,$39B (Mid),0.61
OGE,OGE Energy Corp,Utilities,"1,313,690",NYS,$9B (Mid),0.61
WCN,Waste Connections Inc,Industrials,"1,293,720",NYS,$43B (Large),0.61
HIG,Hartford Insurance Group Inc,Financials,"1,120,160",NYS,$38B (Mid),0.61
TDC,Teradata Corp,Technology,"1,052,630",NYS,$3B (Small),0.61
GERN,Geron Corp,Healthcare,"6,420,280",NASDAQ,$855M (Micro),0.62
ORLY,O'Reilly Automotive Inc,Consumer Discretionary,"5,193,270",NASDAQ,$79B (Large),0.62
VNDA,Vanda Pharmaceuticals Inc,Healthcare,"4,752,200",NASDAQ,$433M (Micro),0.62
ALLO,Allogene Therapeutics Inc,Healthcare,"4,043,800",NASDAQ,$384M (Micro),0.62
IVVD,Invivyd Inc,Healthcare,"2,712,540",NASDAQ,$698M (Micro),0.62
HAIN,Hain Celestial Group Inc,Consumer Staples,"1,949,490",NASDAQ,$107M (Micro),0.62
IRDM,Iridium Communications Inc,Communication Services,"1,534,340",NASDAQ,$2B (Micro),0.62
MLCO,Melco Resorts & Entertainment Ltd,Consumer Discretionary,"1,357,560",NASDAQ,$3B (Small),0.62
RYAN,Ryan Specialty Holdings Inc,Financials,"1,220,830",NYS,$13B (Mid),0.62
PRMB,Primo Brands Corp,Consumer Staples,"6,379,910",NYS,$7B (Small),0.63
ARCC,Ares Capital Corp,Financials,"4,859,370",NASDAQ,$15B (Mid),0.63
GPK,Graphic Packaging Holding Co,Materials,"4,083,090",NYS,$5B (Small),0.63
BRBR,Bellring Brands Inc,Consumer Staples,"3,605,370",NYS,$3B (Small),0.63
FE,FirstEnergy Corp,Utilities,"3,404,210",NYS,$26B (Mid),0.63
DBX,Dropbox Inc,Technology,"3,380,310",NASDAQ,$7B (Small),0.63
AEM,Agnico Eagle Mines Ltd,Materials,"2,212,650",NYS,$96B (Large),0.63
ZBH,Zimmer Biomet Holdings Inc,Healthcare,"1,539,920",NYS,$18B (Mid),0.63
TENB,Tenable Holdings Inc,Technology,"1,337,790",NASDAQ,$3B (Small),0.63
FHN,First Horizon Corp,Financials,"4,940,800",NYS,$12B (Mid),0.64
XERS,Xeris Biopharma Holdings Inc,Healthcare,"3,061,540",NASDAQ,$1B (Micro),0.64
BCE,BCE Inc,Communication Services,"2,944,800",NYS,$22B (Mid),0.64
NI,NiSource Inc,Utilities,"2,512,780",NYS,$20B (Mid),0.64
ETR,Entergy Corp,Utilities,"1,967,970",NYS,$42B (Large),0.64
EVRG,Evergy Inc,Utilities,"1,775,170",NASDAQ,$17B (Mid),0.64
DRI,Darden Restaurants Inc,Consumer Discretionary,"1,661,700",NYS,$23B (Mid),0.64
SBRA,Sabra Health Care REIT Inc,Real Estate,"2,193,310",NASDAQ,$5B (Small),0.65
KT,KT Corp,Communication Services,"1,574,540",NYS,$9B (Mid),0.65
CAH,Cardinal Health Inc,Healthcare,"1,404,790",NYS,$48B (Large),0.65
LHX,L3Harris Technologies Inc,Industrials,"1,281,280",NYS,$63B (Large),0.65
ALEC,Alector Inc,Healthcare,"1,068,160",NASDAQ,$203M (Micro),0.65
WMT,Walmart Inc,Consumer Staples,"16,845,350",NASDAQ,$913B (Large),0.66
CWAN,Clearwater Analytics Holdings Inc,Technology,"12,598,040",NYS,$7B (Small),0.66
DVN,Devon Energy Corp,Energy,"7,776,580",NYS,$22B (Mid),0.66
SBSW,Sibanye Stillwater Ltd,Materials,"7,485,680",NYS,$11B (Mid),0.66
PAAS,Pan American Silver Corp,Materials,"6,032,860",NYS,$23B (Mid),0.66
HE,Hawaiian Electric Industries Inc,Utilities,"3,976,630",NYS,$3B (Small),0.66
FMC,FMC Corp,Materials,"3,670,220",NYS,$2B (Micro),0.66
CNX,CNX Resources Corp,Energy,"1,855,430",NYS,$5B (Small),0.66
PD,PagerDuty Inc,Technology,"1,848,860",NYS,$1B (Micro),0.66
GSBD,Goldman Sachs BDC Inc,Financials,"1,731,700",NYS,$1B (Micro),0.66
LNT,Alliant Energy Corp,Utilities,"1,677,340",NASDAQ,$17B (Mid),0.66
YUM,Yum! Brands Inc,Consumer Discretionary,"1,657,390",NYS,$43B (Large),0.66
